date,day_of_the_week,meal_type,staff_member_id
2026-10-05 16:50:52,1,Dinner,84
2026-12-23 17:00:56,1,breakfast,82
2025-11-30 10:39:12,1,Lunch,175
2025-09-09 18:07:02,6,Lunch,169
2024-05-10 17:58:46,4,Lunch,190
2024-09-13 16:55:05,6,Lunch,101
2026-01-30 17:09:14,5,breakfast,55
2025-12-16 05:33:43,9,Lunch,71
2027-05-22 17:55:22,5,breakfast,173
2025-03-20 20:46:23,10,Lunch,128
2025-09-02 10:20:53,10,breakfast,176
2026-11-12 09:10:18,6,breakfast,176
2026-03-03 18:43:51,10,breakfast,59
2024-09-24 18:50:16,1,breakfast,175
2025-04-09 10:35:33,8,Lunch,192
2026-09-04 21:33:10,8,breakfast,129
2026-09-24 17:28:42,6,Dinner,163
2024-04-18 02:44:50,3,Dinner,93
2027-02-24 05:57:20,10,Dinner,169
2025-03-21 00:54:20,9,Dinner,9
2026-10-17 05:18:44,1,Lunch,196
2026-10-14 06:44:22,4,breakfast,99
2025-06-16 19:15:11,10,Lunch,162
2027-04-22 14:55:51,5,breakfast,177
2027-01-12 08:46:37,4,Lunch,89
2025-10-04 09:22:55,7,Dinner,194
2027-02-04 12:03:54,3,Dinner,143
2026-04-18 03:10:58,6,Dinner,84
2027-08-14 21:15:35,1,Dinner,76
2026-02-22 18:00:27,3,Dinner,70
2024-09-19 03:07:11,3,Dinner,82
2024-05-11 22:21:56,10,Dinner,130
2025-09-07 21:41:18,7,Lunch,55
2026-09-26 11:10:20,6,breakfast,79
2027-02-15 07:17:17,7,Lunch,33
2026-07-08 23:59:36,1,Lunch,137
2027-03-03 06:33:40,2,Dinner,81
2025-08-25 13:05:22,1,breakfast,88
2027-08-05 01:37:58,10,breakfast,61
2026-06-10 05:26:14,3,breakfast,69
2025-09-26 04:28:13,7,Lunch,68
2024-06-05 22:00:42,5,breakfast,192
2027-03-30 00:09:38,8,Lunch,12
2026-09-01 11:20:38,6,Lunch,5
2025-12-06 22:10:17,9,Dinner,120
2025-02-06 07:01:12,5,breakfast,72
2027-09-30 14:40:47,7,Lunch,135
2025-05-25 10:50:48,4,breakfast,83
2025-12-12 05:36:33,8,Lunch,33
2027-03-23 18:27:29,7,Dinner,162
2024-08-12 08:11:55,5,Lunch,193
2027-08-26 23:10:58,4,Lunch,73
2025-02-12 16:24:08,6,Dinner,3
2025-09-02 09:42:39,1,breakfast,152
2024-05-18 18:14:56,2,Lunch,188
2027-01-02 03:21:31,8,Lunch,130
2026-02-27 06:30:16,9,Dinner,157
2026-12-02 10:05:01,8,breakfast,31
2026-06-09 05:11:54,8,Lunch,170
2027-05-01 08:45:58,3,Dinner,146
2026-02-22 22:35:05,5,breakfast,199
2024-12-23 13:51:14,10,Lunch,137
2025-04-01 21:29:31,6,Lunch,138
2027-05-10 01:56:22,1,breakfast,41
2024-11-10 04:55:33,7,Dinner,36
2024-07-17 01:29:04,2,breakfast,154
2024-04-07 20:07:41,7,Lunch,163
2025-01-27 23:32:06,3,Dinner,167
2024-07-18 19:21:22,10,Lunch,55
2025-01-06 14:18:07,3,breakfast,24
2025-10-03 20:10:59,5,Lunch,52
2027-09-08 12:51:06,5,breakfast,75
2027-06-02 05:51:35,6,Dinner,83
2027-02-01 05:50:33,1,Lunch,9
2024-06-10 09:59:38,10,breakfast,133
2025-06-19 13:20:33,5,Lunch,163
2026-05-02 17:50:43,2,Dinner,162
2027-06-28 18:17:23,7,breakfast,27
2026-06-12 22:14:31,4,Lunch,110
2026-12-14 23:55:08,1,breakfast,94
2025-02-18 05:57:15,10,breakfast,81
2026-10-23 22:39:26,1,Lunch,157
2026-10-08 12:15:26,5,Lunch,45
2024-09-07 01:19:54,9,Dinner,100
2027-03-24 11:25:29,1,breakfast,158
2026-10-12 23:55:47,10,Lunch,87
2025-05-08 16:09:13,1,Lunch,38
2025-04-09 05:02:36,6,Lunch,44
2025-08-20 15:04:14,6,Lunch,34
2027-01-08 02:09:56,10,Lunch,57
2026-10-03 21:07:47,9,Dinner,197
2025-01-03 12:58:07,5,Dinner,54
2026-01-05 02:00:13,3,breakfast,60
2025-12-26 02:56:15,7,Lunch,126
2024-09-28 09:05:01,3,Dinner,77
2027-03-14 08:02:54,10,Lunch,106
2025-03-02 06:25:52,2,Lunch,24
2025-09-13 17:29:11,2,Lunch,136
2027-03-01 06:27:46,9,Dinner,19
2024-04-25 20:07:29,6,Lunch,43
2025-05-04 20:58:50,10,Dinner,53
2026-01-23 16:17:00,7,Dinner,88
2027-02-11 02:11:38,6,breakfast,158
2027-07-13 16:18:14,7,Lunch,72
2027-04-08 00:54:30,1,Lunch,38
2027-10-27 12:34:10,5,Dinner,164
2026-07-02 00:54:00,7,Lunch,33
2025-08-20 02:26:21,10,Lunch,24
2024-04-21 07:38:04,3,Dinner,116
2027-09-21 14:16:19,9,breakfast,197
2024-06-29 08:26:57,7,Lunch,125
2025-05-17 16:34:23,1,Lunch,24
2025-10-06 21:28:25,5,Dinner,139
2027-03-13 10:18:22,6,breakfast,103
2026-09-12 20:12:34,8,Dinner,182
2027-02-05 15:24:07,5,Lunch,85
2024-10-13 11:56:43,9,Lunch,79
2024-08-16 10:07:51,1,breakfast,133
2026-05-26 06:29:59,1,Dinner,95
2026-08-15 07:13:34,10,Lunch,138
2025-03-21 15:47:45,8,Dinner,122
2025-11-26 10:25:07,3,Lunch,128
2026-03-28 20:50:26,7,Dinner,156
2024-05-16 21:16:31,3,Dinner,130
2026-04-21 00:14:05,6,breakfast,6
2026-08-28 18:42:13,1,Dinner,155
2026-02-22 00:06:05,9,Lunch,127
2027-10-07 00:39:51,6,Dinner,130
2026-06-03 19:53:28,9,Dinner,17
2026-06-01 11:24:54,5,breakfast,141
2025-08-24 05:49:51,5,Lunch,175
2025-11-16 07:00:48,5,breakfast,14
2025-05-10 13:52:55,8,breakfast,191
2026-05-20 00:02:55,8,breakfast,159
2024-06-06 22:22:16,6,Lunch,143
2025-08-24 12:58:42,6,Dinner,69
2026-10-30 04:04:34,1,Lunch,77
2027-04-14 12:05:18,7,Dinner,4
2027-02-14 19:51:35,9,Dinner,172
2025-09-25 07:47:38,5,Dinner,167
2026-11-22 15:55:34,2,Dinner,48
2027-01-26 06:54:09,1,Lunch,76
2025-04-09 08:19:49,2,breakfast,109
2027-01-30 01:06:43,3,Lunch,31
2024-09-19 05:45:57,9,breakfast,8
2026-11-17 04:40:33,8,Lunch,44
2026-08-22 14:44:07,4,breakfast,23
2027-08-18 17:34:52,10,breakfast,139
2025-12-08 15:01:57,8,breakfast,68
2027-04-24 00:03:04,4,Lunch,65
2026-04-10 13:02:59,5,breakfast,168
2026-08-03 00:39:06,8,Lunch,81
2024-09-05 21:29:53,6,Dinner,100
2026-06-28 00:43:53,8,Dinner,194
2027-01-19 11:32:06,1,Lunch,179
2027-01-20 19:51:03,1,Dinner,82
2025-08-20 07:26:27,7,Lunch,200
2024-09-30 06:44:56,2,breakfast,77
2026-09-01 08:02:15,1,breakfast,29
2025-06-25 20:00:27,4,breakfast,145
2024-07-11 03:20:12,8,Lunch,26
2025-05-04 17:54:06,1,Dinner,53
2026-05-26 12:51:59,3,Lunch,61
2027-03-20 20:21:33,8,Lunch,189
2025-09-02 01:06:56,9,breakfast,99
2026-12-26 23:22:55,3,Lunch,44
2024-12-01 09:20:57,5,breakfast,166
2025-01-04 07:36:04,3,Dinner,19
2026-02-27 13:17:40,5,breakfast,95
2027-02-24 22:12:56,9,breakfast,140
2025-09-07 08:54:24,3,Dinner,43
2025-11-04 07:56:03,5,Dinner,106
2027-08-25 22:13:06,5,Lunch,150
2026-06-08 20:58:35,3,Lunch,12
2027-05-25 06:37:52,4,breakfast,48
2027-09-12 23:11:53,4,Dinner,164
2027-01-10 03:40:29,10,Lunch,180
2027-01-04 19:33:41,3,Lunch,51
2024-06-30 08:31:38,1,Lunch,34
2027-08-22 14:19:03,3,Dinner,59
2024-05-28 23:13:22,7,breakfast,12
2025-02-01 03:40:50,9,Dinner,78
2024-09-28 06:58:28,3,Lunch,55
2024-07-22 00:16:14,5,breakfast,15
2024-04-23 23:27:58,8,Lunch,178
2026-02-03 06:17:26,1,breakfast,157
2026-11-29 17:05:37,10,Lunch,65
2025-04-05 02:25:07,2,breakfast,102
2024-08-25 17:38:36,3,Lunch,149
2026-02-15 07:29:22,9,Dinner,43
2026-07-09 00:41:38,9,Dinner,56
2027-01-16 18:15:22,9,breakfast,15
2024-12-18 01:14:17,1,Lunch,199
2024-10-07 22:07:57,4,breakfast,42
2027-04-22 21:47:25,8,breakfast,50
2026-06-27 21:04:59,1,Lunch,39
2025-06-20 20:48:11,7,Dinner,21
2025-06-04 08:00:50,3,Lunch,155
2026-11-14 05:55:22,4,Lunch,40
2026-05-05 01:44:54,7,breakfast,181
2025-12-04 15:18:38,10,breakfast,125
2024-08-26 23:25:17,7,breakfast,138
2027-04-06 12:11:46,6,Lunch,37
2026-02-14 09:13:48,8,breakfast,98
2024-12-12 23:46:59,6,Dinner,110
2025-10-18 08:15:49,9,breakfast,144
2024-06-12 09:27:18,7,Dinner,70
2027-08-11 15:31:52,1,Dinner,49
2025-10-03 14:00:32,2,Lunch,36
2025-04-21 17:08:09,1,Lunch,74
2026-05-12 13:49:50,10,breakfast,45
2027-07-17 03:32:52,9,Dinner,46
2025-05-22 05:23:30,4,Lunch,68
2024-07-05 08:43:01,3,breakfast,78
2025-06-03 07:40:01,4,Lunch,80
2025-04-09 05:01:30,6,Dinner,174
2024-05-11 04:15:23,4,breakfast,62
2027-10-27 23:37:58,3,breakfast,2
2024-05-05 16:31:49,7,breakfast,190
2025-05-20 11:14:45,10,Lunch,24
2024-07-06 17:48:31,8,Lunch,102
2025-10-27 08:09:30,3,Dinner,196
2025-11-30 18:44:25,9,Lunch,47
2025-09-16 18:46:45,10,Lunch,65
2025-07-05 01:28:56,3,Lunch,15
2027-09-26 23:35:04,2,Lunch,199
2025-10-04 08:23:30,1,breakfast,179
2026-11-29 20:58:43,2,Lunch,91
2025-06-04 23:51:02,8,Dinner,66
2025-05-09 09:23:42,6,Dinner,121
2027-09-15 20:31:53,2,Dinner,114
2027-05-02 11:13:31,2,breakfast,184
2027-09-17 18:13:57,9,breakfast,31
2026-09-23 07:32:37,9,breakfast,65
2024-06-30 23:52:02,3,breakfast,21
2025-12-10 23:34:46,9,Lunch,14
2024-11-22 05:32:22,8,Lunch,114
2026-10-18 11:12:36,8,Dinner,181
2025-04-05 10:01:06,10,Lunch,26
2026-08-27 16:18:49,5,Lunch,81
2026-03-28 01:42:53,2,breakfast,179
2024-12-14 18:48:53,7,Dinner,69
2027-04-21 08:44:21,8,Dinner,77
2024-09-30 01:38:20,8,breakfast,98
2024-09-16 19:02:24,3,Lunch,28
2027-08-21 14:45:55,7,Dinner,92
2025-06-05 13:42:51,9,Lunch,132
2027-05-02 05:23:05,10,breakfast,123
2026-08-19 21:20:07,6,Dinner,33
2025-08-25 10:13:48,2,breakfast,34
2024-10-10 00:53:29,10,Lunch,46
2024-11-05 07:51:51,10,Lunch,109
2024-05-02 00:45:48,6,Lunch,143
2027-10-02 01:43:05,6,Dinner,190
2024-06-29 23:43:05,10,breakfast,34
2024-06-19 01:08:08,2,Lunch,155
2024-12-29 12:43:29,8,Lunch,139
2025-12-09 19:26:18,8,breakfast,59
2026-01-06 02:35:31,7,Lunch,41
2027-06-02 05:57:33,7,Dinner,103
2025-08-15 10:54:46,2,breakfast,119
2026-07-06 17:28:52,10,breakfast,21
2027-03-15 02:00:33,10,breakfast,96
2025-07-15 12:49:17,5,Lunch,167
2024-07-20 08:37:54,1,Lunch,100
2026-02-02 13:24:00,8,breakfast,11
2024-08-26 12:22:21,4,breakfast,174
2026-01-27 05:38:34,3,breakfast,171
2026-11-17 14:35:10,7,breakfast,43
2025-05-28 03:31:44,4,breakfast,78
2026-03-15 23:18:34,10,Lunch,134
2025-02-26 21:41:33,3,breakfast,50
2027-08-14 23:24:41,4,Dinner,68
2026-05-29 14:13:01,9,Dinner,117
2026-01-04 06:19:38,7,Dinner,88
2027-09-19 18:04:24,4,Dinner,18
2025-02-05 17:44:20,9,breakfast,162
2026-08-06 08:43:14,10,breakfast,56
2027-09-21 18:22:01,1,Lunch,73
2026-01-04 05:58:14,10,Lunch,53
2024-04-30 12:14:21,7,Lunch,113
2026-02-08 21:48:27,6,Dinner,46
2027-02-10 23:55:05,8,Lunch,43
2025-05-15 03:43:37,8,breakfast,10
2026-08-02 16:56:45,4,Dinner,65
2027-01-30 22:17:11,1,Lunch,20
2024-05-28 21:45:55,5,breakfast,164
2025-03-22 14:24:32,4,Lunch,13
2026-11-19 05:18:00,6,Dinner,85
2025-06-09 17:59:14,10,breakfast,198
2025-01-16 20:16:58,2,Dinner,67
2025-02-08 00:15:45,7,breakfast,126
2027-04-10 06:52:33,5,Lunch,193
2024-04-19 21:46:46,3,Dinner,65
2027-09-23 21:45:38,9,Dinner,75
2026-07-25 03:48:49,7,Lunch,153
2025-03-17 03:56:17,5,Lunch,152
2025-10-10 06:53:38,9,Dinner,16
2025-11-23 07:38:12,6,breakfast,18
2025-05-09 12:19:51,5,Dinner,183
2027-08-25 11:18:52,6,breakfast,123
2027-07-18 01:43:22,10,Lunch,33
2025-02-05 08:38:51,3,Dinner,112
2025-06-23 09:42:18,3,Dinner,23
2026-03-08 10:24:45,10,breakfast,37
2025-06-11 12:58:25,5,breakfast,128
2027-06-29 00:41:55,6,Lunch,129
2026-02-13 20:13:59,3,Dinner,189
2024-10-14 17:48:23,8,Lunch,168
2027-05-02 10:39:13,10,Lunch,23
2026-01-24 17:04:39,8,breakfast,77
2026-01-25 16:29:00,8,Lunch,138
2026-12-11 20:45:24,10,Dinner,1
2026-01-17 09:50:35,4,Lunch,19
2024-11-11 13:18:06,2,breakfast,65
2026-10-06 12:55:49,10,Dinner,69
2027-06-12 03:02:59,2,Dinner,11
2025-10-04 19:22:57,7,Lunch,68
2027-06-20 07:53:18,10,Lunch,84
2027-05-31 16:46:10,6,Lunch,120
2024-07-11 20:18:23,2,Dinner,133
2026-09-04 23:44:44,7,breakfast,14
2025-08-10 02:10:19,5,Lunch,5
2024-08-07 02:25:35,6,Dinner,186
2025-02-24 13:27:12,7,breakfast,170
2024-04-15 02:54:43,1,Lunch,183
2025-05-07 03:37:43,5,breakfast,151
2025-05-12 14:15:07,10,Lunch,18
2025-05-20 20:52:32,7,Dinner,179
2024-05-22 10:53:23,2,breakfast,197
2026-07-15 15:49:53,8,Lunch,52
2025-09-08 22:57:34,10,Lunch,20
2025-12-14 15:01:36,1,Lunch,61
2027-07-09 07:54:04,7,Dinner,145
2024-06-10 13:18:02,7,Lunch,173
2025-06-27 05:30:15,7,Dinner,118
2027-05-14 09:15:40,1,Lunch,130
2026-05-08 10:35:44,8,Lunch,115
2025-11-03 10:43:15,5,breakfast,28
2027-07-30 18:24:49,9,breakfast,183
2027-05-21 02:21:49,3,Lunch,55
2025-09-20 03:30:29,7,breakfast,46
2027-06-10 04:13:35,6,Dinner,166
2027-06-26 18:31:05,8,Lunch,31
2027-06-07 05:40:02,1,Lunch,106
2025-05-23 09:30:56,1,Dinner,65
2025-06-04 09:21:54,5,breakfast,169
2027-07-31 11:06:08,8,Dinner,68
2024-12-12 18:40:27,10,breakfast,197
2024-10-15 12:52:09,4,breakfast,112
2026-05-29 13:18:36,5,Dinner,156
2026-07-20 19:18:34,4,breakfast,167
2025-04-07 04:10:35,3,breakfast,5
2026-04-21 04:14:50,9,Lunch,166
2027-10-29 23:41:26,3,breakfast,4
2027-04-13 22:28:31,8,breakfast,38
2027-06-26 11:49:35,9,breakfast,159
2025-09-08 21:15:09,7,Lunch,123
2026-06-16 13:35:43,5,Dinner,57
2024-11-30 22:18:36,9,Dinner,5
2026-04-26 03:44:50,2,Dinner,153
2027-09-14 03:04:33,3,Dinner,12
2025-05-11 12:08:43,9,breakfast,69
2027-07-13 05:13:09,8,breakfast,64
2025-10-09 12:16:08,6,Dinner,45
2026-08-18 13:04:58,10,Lunch,25
2025-09-10 23:35:33,9,breakfast,31
2025-09-30 00:08:32,8,breakfast,75
2027-06-06 14:36:02,10,breakfast,70
2025-03-21 16:11:15,8,breakfast,28
2026-05-20 19:12:40,5,breakfast,172
2024-04-25 18:40:08,7,breakfast,57
2027-09-16 08:47:48,10,Lunch,167
2024-09-06 15:25:37,4,breakfast,162
2027-07-16 22:43:02,4,Dinner,25
2026-10-03 14:14:19,7,Dinner,93
2024-07-16 17:27:05,10,Lunch,28
2026-11-19 09:55:47,2,Dinner,126
2026-04-02 06:12:40,8,Lunch,195
2026-01-16 04:50:32,10,Lunch,184
2027-01-23 03:55:33,5,breakfast,104
2024-08-24 23:16:22,3,breakfast,50
2024-12-05 11:41:25,4,Dinner,149
2024-05-14 20:56:18,1,breakfast,4
2025-05-10 16:40:17,1,breakfast,135
2026-02-12 06:34:07,2,Dinner,5
2027-07-07 10:22:49,4,breakfast,121
2027-02-07 08:44:51,3,Lunch,69
2025-02-16 20:36:33,1,Dinner,128
2027-10-17 18:34:57,10,Lunch,172
2025-12-01 19:40:25,3,Lunch,58
2027-08-10 00:52:00,8,Dinner,35
2024-06-13 09:55:58,6,Lunch,107
2027-04-17 16:07:48,10,Lunch,35
2024-07-06 23:02:16,3,Dinner,103
2027-06-07 23:22:30,5,Dinner,31
2026-05-20 21:37:07,4,Lunch,184
2027-02-10 00:58:32,8,Lunch,23
2025-01-15 08:03:47,7,breakfast,44
2026-07-06 04:51:43,10,Lunch,62
2024-07-13 11:41:01,2,breakfast,1
2025-01-18 10:22:01,4,breakfast,162
2026-06-07 06:25:04,2,Lunch,73
2024-08-29 16:37:50,1,breakfast,23
2026-09-21 13:43:53,6,breakfast,4
2025-08-30 15:10:28,4,breakfast,197
2027-01-27 17:37:18,5,Dinner,156
2027-10-01 02:17:17,6,Lunch,132
2027-08-10 01:22:39,3,Dinner,195
2024-08-18 01:09:39,2,breakfast,167
2025-12-26 10:46:39,4,Lunch,152
2026-01-05 06:46:57,8,Lunch,124
2027-06-09 06:57:39,9,Lunch,184
2026-10-22 14:32:05,4,Lunch,113
2027-01-24 07:47:22,6,Lunch,169
2026-12-17 10:32:43,1,Dinner,176
2027-03-12 00:24:47,1,breakfast,198
2024-08-27 14:20:12,6,Lunch,118
2025-07-13 15:34:26,5,Lunch,97
2027-03-15 13:30:54,7,breakfast,105
2026-08-24 05:18:43,2,Dinner,94
2026-01-07 06:20:24,4,breakfast,144
2025-06-25 08:23:28,4,Dinner,177
2025-08-10 14:33:45,4,Lunch,67
2025-10-31 04:53:43,10,Lunch,173
2027-03-21 17:52:30,2,Lunch,39
2024-07-31 14:26:53,3,breakfast,163
2025-09-12 17:07:30,1,Dinner,22
2025-09-10 23:37:53,10,breakfast,164
2025-04-27 20:02:23,1,breakfast,191
2025-08-27 19:21:55,8,Dinner,43
2024-07-05 23:43:14,3,Dinner,134
2027-08-04 09:46:52,7,Dinner,195
2025-11-23 16:42:12,2,Dinner,115
2027-04-10 03:26:57,1,Lunch,125
2027-02-26 00:12:53,1,Dinner,39
2026-03-23 02:19:34,3,Dinner,15
2025-11-03 01:27:24,8,breakfast,92
2026-11-30 21:18:45,7,Lunch,114
2027-09-08 20:59:29,1,Lunch,163
2026-12-19 09:43:27,10,Dinner,197
2027-07-23 22:50:07,9,Lunch,193
2025-03-03 06:22:54,10,breakfast,38
2027-08-18 15:42:35,8,breakfast,18
2026-11-14 07:59:59,9,Dinner,165
2027-03-24 05:22:02,2,breakfast,18
2025-05-10 03:39:24,4,Lunch,124
2027-10-12 17:27:29,2,breakfast,50
2027-07-17 16:15:28,3,Dinner,44
2024-05-15 23:48:48,4,breakfast,157
2024-05-12 15:20:33,6,Lunch,110
2026-11-11 02:29:21,9,Lunch,158
2024-12-14 15:41:49,1,Lunch,170
2025-12-16 19:45:25,7,Lunch,53
2026-01-28 10:46:15,8,Lunch,200
2024-12-27 11:34:24,7,breakfast,90
2026-06-10 11:29:28,10,breakfast,18
2026-01-22 03:49:48,8,Dinner,153
2026-03-04 11:08:48,9,Dinner,156
2024-09-20 09:04:44,5,Lunch,165
2026-09-20 09:49:47,8,Dinner,5
2025-04-08 23:17:23,4,Lunch,72
2027-09-07 15:56:40,10,Lunch,157
2025-03-09 10:17:23,9,breakfast,69
2026-08-24 11:47:15,7,breakfast,112
2027-06-24 22:07:15,5,Lunch,107
2027-07-04 13:05:42,1,Dinner,73
2026-03-29 18:58:13,10,breakfast,170
2025-05-24 07:38:58,6,Lunch,48
2026-12-29 23:27:57,2,Dinner,195
2024-09-03 23:16:13,2,Dinner,6
2024-09-09 20:59:42,3,Lunch,63
2026-05-26 20:05:58,6,breakfast,78
2024-07-17 20:19:01,8,breakfast,148
2026-09-11 05:12:02,10,breakfast,53
2024-10-23 22:30:58,4,breakfast,94
2026-09-18 22:13:38,10,Dinner,19
2026-01-15 20:21:21,9,Lunch,179
2024-09-06 11:11:40,9,breakfast,22
2027-01-31 03:24:34,2,Lunch,134
2025-12-03 14:45:51,10,Lunch,52
2027-07-16 15:37:08,9,Dinner,50
2027-05-19 17:10:51,7,Lunch,52
2025-08-12 17:19:23,2,Lunch,173
2026-04-27 20:42:11,5,Lunch,184
2027-04-01 10:55:38,1,Dinner,123
2026-08-23 21:43:49,4,Dinner,36
2027-08-06 03:12:40,3,breakfast,100
2026-03-11 18:30:30,8,Lunch,129
2025-07-31 08:32:37,4,Lunch,70
2024-04-07 06:54:30,2,Lunch,112
2026-06-18 01:52:49,2,Lunch,182
2027-04-10 06:21:00,10,Lunch,178
2025-12-10 16:50:19,5,Lunch,85
2025-02-16 01:32:53,4,breakfast,106
2024-07-14 21:55:07,5,breakfast,120
2026-10-05 23:48:56,5,Lunch,44
2027-08-28 08:57:20,5,Dinner,134
2024-12-05 09:00:21,2,breakfast,186
2027-10-25 01:43:23,10,Dinner,72
2027-02-05 19:12:40,5,breakfast,44
